id,название,иконка,редкость,цена,клеток,форма_бокс,форма,контейнер,слотов_внутри,только_крафт,в_магазине,класс,теги,кд_сек,стамина,урон_стат,защита_стат,хп_стат,гнёзда,золото_раунд,мин_раунд_магазин,типы_эффектов,типы_мета_эффектов,триггеры,механики_боя,механики_магазина,синергий,синергии,описание,подсказки_билда,оценка_силы,сила_на_клетку,цена_на_клетку,норма_сила_клетка_редкость,отклонение_от_нормы_редкости,отклонение_от_глоб_нормы
wolpertinger,Вольпертингер,🐰,godly,12,1,1×1,1×1,нет,,нет,да,,pet; luck,5,0,0,0,0,0,0,,heal; periodic; staminaRegenPerStack; cooldownMultPerTag,,passive,heal v=2 | periodic @passive int=5 | staminaRegenPerStack @passive v=0.007 | cooldownMultPerTag @passive tags=pet+luck,,0,,Каждые 5с: +3 к слабейшим стакам. +0.7% реген выносливости за стак.,,12.5,12.5,12,15.35,0.814,1.488
crow,Ворон,🐦‍⬛,godly,13,1,1×1,1×1,нет,,да,нет,rogue,pet; debuff; dark; craft,3,0,0,0,0,0,0,,heal; periodic; cooldownMultPerTag,,passive,heal v=2 | periodic @passive int=3 | cooldownMultPerTag @passive tags=pet+debuff,,0,,Каждые 3с: украсть 1 урона. Предметы на 6% быстрее за питомца/дебафф.,,11,11,13,15.35,0.717,1.31
hyper_hedgehog,Гиперёжик,🦔⚡,godly,12,1,1×1,1×1,нет,,да,нет,,pet; spikes; craft; holy,5,0,0,0,0,0,0,,poison; damagePerStack; periodic; hpThreshold; cooldownMultPerTag,,passive,poison v=1 | damagePerStack @passive v=1 stack=spikes | periodic @passive int=5 | hpThreshold @passive | cooldownMultPerTag @passive tags=pet+food,,0,,Каждые 5с: 10 маг. урона +1 за шип. При HP <70%: +4 шипа и +35 HP (раз).,,15.9,15.9,12,15.35,1.036,1.893
demonic_flask,Демоническая склянка,🧪😈,godly,7,1,1×1,1×1,нет,,да,нет,rogue,potion; consumable; dark; craft,3,0,0,0,0,0,0,,buffTimed; foeHpThreshold,,passive,buffTimed v=0.15 stat=damage | foeHpThreshold @passive,,0,,Противник <50% HP: 5 маг. урона за каждый его дебафф.,,4.7,4.7,7,15.35,0.306,0.56
jimbo,Джимбо,🃏🤠,godly,4,3,2×2,2×2 (3 кл.),нет,,да,нет,,card; craft,3,0,0,0,0,0,0,,passiveLuck; heal; gainWeakestStack; procChanceBonus; passiveDefense,,passive; battle_start,passiveLuck @passive v=20 | heal v=5 | gainWeakestStack @battle_start v=1 | procChanceBonus @passive v=0.1 | passiveDefense @passive v=2,,0,,При открытии: +7 случайных стаков. +10% к прокам.,,71.4,23.8,1.33,15.35,1.55,2.833
protective_purse,Защитная сумочка,👛🛡️,godly,2,1,1×1,1×1,да,1,нет,да,,bag; shield; armor,0,,0,0,0,0,0,,,,,,,0,,+1 слот рюкзака. В начале боя: +15 блока.,Универсальный / автономный,0,0,2,15.35,0,0
perfect_amethyst,Идеальный аметист,👑💜,godly,16,1,1×1,1×1,нет,,да,нет,,gem; magic; craft,0,0,0,0,0,0,0,,statMult,,passive,statMult @passive v=0.1 stat=magicDamage,,1,magic_near_gem strong →gem +cooldownReduction:0.08,Идеальный аметист: Сокет оружия: Шанс снять баффы на попадание. Сокет аксессуара: +маны. Сокет брони: +магия сопротивление.,,3.4,3.4,16,15.35,0.221,0.405
perfect_emerald,Идеальный изумруд,👑💚,godly,16,1,1×1,1×1,нет,,да,нет,,gem; poison; craft,3,0,0,0,0,0,0,,heal; passiveMaxHp,,passive,heal v=3 | passiveMaxHp @passive v=5,,0,,Идеальный изумруд: Сокет оружия: Лечение на попадание. Сокет аксессуара: +макс. ОЗ. Сокет брони: +реген.,,7.9,7.9,16,15.35,0.515,0.94
perfect_ruby,Идеальный рубин,👑❤️,godly,16,1,1×1,1×1,нет,,да,нет,,gem; fire; craft,0,0,0,0,0,0,0,,groundFire; statMult,,passive,groundFire v=2 | statMult @passive v=0.06 stat=damage,,0,,Идеальный рубин: Сокет оружия: Шанс получить Жар на попадание. Сокет аксессуара: +урон. Сокет брони: Сопротивление Холоду.,,6.7,6.7,16,15.35,0.436,0.798
perfect_sapphire,Идеальный сапфир,👑💙,godly,16,1,1×1,1×1,нет,,да,нет,,gem; cold; craft,3,0,0,0,0,0,0,,slow; statMult,,passive,slow v=0.1 | statMult @passive v=-0.05 stat=cooldown,,0,,Идеальный сапфир: Сокет оружия: Шанс наложить Холод на попадание. Сокет аксессуара: +удача. Сокет брони: +блок.,,6.9,6.9,16,15.35,0.45,0.821
perfect_topaz,Идеальный топаз,👑💛,godly,16,1,1×1,1×1,нет,,да,нет,,gem; luck; craft,0,0,0,0,0,0,0,,statMult,,passive,statMult @passive v=-0.08 stat=cooldown,,0,,Идеальный топаз: Сокет оружия: Быстрее атаки. Сокет аксессуара: Предметы срабатывает быстрее. Сокет брони: +выносливости реген.,,5.1,5.1,16,15.35,0.332,0.607
emerald_whelp,Изумрудный дракончик,🐉💚,godly,14,1,1×1,1×1,нет,,да,нет,,pet; poison; craft,3,0,0,0,0,1,0,,statMult; damage; gainStack; selfPoisonStart; poison,,passive; battle_start; on_hit,statMult @passive v=0.08 stat=damage | damage v=7 rng=5-10 | gainStack @battle_start v=3 stack=spikes | selfPoisonStart @battle_start v=3 | poison @on_hit v=3,,0,,В начале боя: +3 яда себе. При попадании: +3 яда противнику.,,36.4,36.4,14,15.35,2.371,4.333
fancy_fencing_rapier,Изящная шпага,🤺🍀,godly,12,3,1×3,1×3 (3 кл.),нет,,нет,да,,weapon; luck; melee,1.7,1,13,0,0,1,0,,damage; spendStack; gainStack,,on_hit; on_miss,damage v=13 rng=10-16 | spendStack @on_hit v=3 stack=luck | gainStack @on_miss v=3 stack=luck,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,При попадании: −3 удачи → +3 урона. При промахе: +3 удачи.,,68.6,22.87,4,15.35,1.49,2.723
corrupted_armor,Искажённая броня,🦺🌑,godly,20,6,2×3,2×3 (6 кл.),нет,,да,нет,,armor; holy; dark; craft,2.4,0,0,4,0,3,0,,passiveDefense; gainStack; periodic,,passive; battle_start,passiveDefense @passive v=4 | gainStack @battle_start v=85 stack=block | periodic @passive int=2.4,,0,,В начале боя: +85 блока. Каждые 2.4с: снять 2 дебаффа.,,234.9,39.15,3.33,15.35,2.55,4.661
stone_golem,Каменный голем,🗿🦺,godly,16,4,2×2,2×2 (4 кл.),нет,,нет,да,,armor,3,0,0,4,0,1,0,,passiveDefense; slow; gainStack; applyStun,,passive; on_hit,passiveDefense @passive v=4 | slow v=0.18 | gainStack @on_hit v=1 stack=block | applyStun @on_hit ch=30%,,0,,"При попадании: +1 блок, 30% шанс оглушить на 0.5с.",,18.6,4.65,4,15.35,0.303,0.554
katana,Катана,🗾⚔️,godly,14,2,1×2,1×2 (2 кл.),нет,,нет,да,,weapon; melee,1.7,1.3,9,0,0,3,0,,damage; stealWeaponDamage,,on_hit,damage v=9 rng=8-10 | stealWeaponDamage @on_hit v=1,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,При попадании: украсть 1 урона с оружия противника.,,55.5,27.75,7,15.35,1.808,3.304
king_crown,Королевская корона,👑👑,godly,17,2,1×2,1×2 (2 кл.),нет,,нет,да,,armor; helmet; holy,2.4,0,0,0,0,2,0,,periodic; invulnOnStaminaSpend,,passive,periodic @passive int=2.4 | invulnOnStaminaSpend @passive,,1,king_crown_aura both →weapon+pet+armor+shield+food+potion +damageBonus:2,Каждые 2.4с: +8 HP. Потратить 10 выносливости: неуязвимость 2.5с.,,23,11.5,8.5,15.35,0.749,1.369
king_goobert,Король губерт,👑🟢,godly,23,1,1×1,1×1,нет,,да,нет,,pet; craft; holy,0,0,0,0,0,2,0,,activationThreshold; invulnOnStaminaSpend,,passive,activationThreshold @passive | invulnOnStaminaSpend @passive,,0,,После 6 активаций: +35 HP. Потратить 4 выносливости: неуязвимость 1.5с.,,21.8,21.8,23,15.35,1.42,2.595
bloodthorne,Кровавый шип,🌹🩸,godly,15,2,1×2,1×2 (2 кл.),нет,,да,нет,,weapon; vampiric; spikes; melee; craft,1.6,1.5,6,0,0,2,0,,damage; gainStack; damagePerStack; spendStack,,on_hit; passive,damage v=6 rng=4-8 | gainStack @on_hit v=1 stack=spikes | damagePerStack @passive v=1 stack=spikes | spendStack @on_hit v=1 stack=spikes,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,При попадании: +1 шип. Потратить 1 шип: +1 HP и ещё +1 шип. +1 урона за шип.,,40.9,20.45,7.5,15.35,1.332,2.435
winged_boots,Крылатые сапоги,👢🪽,godly,13,2,1×2,1×2 (2 кл.),нет,,да,нет,,shoes; armor; holy; craft,3,0,0,0,0,1,0,,heal; passiveDefense; hpThreshold,,passive,heal v=4 | heal v=5 | heal v=8 | passiveDefense @passive v=2 | hpThreshold @passive,,0,,"При HP ниже 70%: +1 удача, снять 15 дебаффов, уклонение (раз).",,28.3,14.15,6.5,15.35,0.922,1.685
djinn_lamp,Лампа джинна,🪔,godly,11,1,1×1,1×1,нет,,нет,да,,accessory; magic; luck; spikes,1.6,0,0,0,0,0,0,,heal; passiveLuck; passiveDefense; statMult; periodic,,passive,heal v=2 | passiveLuck @passive v=8 | passiveDefense @passive v=2 | statMult @passive v=0.1 stat=magicDamage | periodic @passive int=1.6,,1,magic_near_gem strong →gem +cooldownReduction:0.08,"Каждые 1.6с: +1 удача, мана или шип (случайно).",,39.1,39.1,11,15.35,2.547,4.655
ice_dragon,Ледяной дракон,🐉❄️,godly,15,2,2×1,2×1 (2 кл.),нет,,да,нет,,pet; cold; craft,3,0,0,0,0,2,0,,damage; gainStack; stackThreshold; statMult,,on_hit; passive,damage v=17 rng=15-20 | gainStack @on_hit v=1 stack=cold | stackThreshold @passive stack=cold | statMult @passive v=-0.2 stat=magicDamage,,0,,При попадании: +1 холод противнику. При 10 холода у него: +90 блока. −20% маг. урона.,,48.8,24.4,7.5,15.35,1.59,2.905
moon_armor,Лунная броня,🌙🦺,godly,19,6,2×3,2×3 (6 кл.),нет,,да,нет,,armor; holy; magic; craft,2.6,0,0,4,0,3,0,,passiveDefense; heal; gainStack; tagScaledStack; periodic,,passive; battle_start,passiveDefense @passive v=4 | heal v=2 | gainStack @battle_start v=50 stack=block | tagScaledStack @battle_start stack=block tag=armor | periodic @passive int=2.6,,1,magic_near_gem strong →gem +cooldownReduction:0.08,В начале боя: +50 блока и +20 за каждый предмет брони. Каждые 2.6с: +3 блока.,,150.3,25.05,3.17,15.35,1.632,2.982
moon_shield,Лунный щит,🛡️🌙,godly,18,2,2×1,2×1 (2 кл.),нет,,да,нет,,shield; armor; magic; craft; holy,0,0,0,0,0,2,0,,passiveDefense; shieldBlockMult; gainStack,,passive; battle_start,passiveDefense @passive v=2 | shieldBlockMult @passive v=0.3 | gainStack @battle_start v=5 stack=block,,1,magic_near_gem strong →gem +cooldownReduction:0.08,+30% блока. В начале боя: +5 блока.,,28.5,14.25,9,15.35,0.928,1.696
impractically_large_greatsword,Непрактично огромный двуручник,⚔️📏,godly,14,4,2×2,2×2 (4 кл.),нет,,нет,да,,weapon; melee,5,5,45,0,0,4,0,,damage; stackThreshold,,passive,damage v=45 rng=40-50 | stackThreshold @passive stack=heat,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,При 5+ жара: +1 усиление.,,99.5,24.88,3.5,15.35,1.621,2.962
obsidian_dragon,Обсидиановый дракон,🐉🖤,godly,18,2,2×1,2×1 (2 кл.),нет,,да,нет,,pet; fire; magic; craft,3,0,0,0,0,2,0,,damage; stackThreshold,,passive,damage v=13 rng=11-16 | stackThreshold @passive stack=heat,,1,magic_near_gem strong →gem +cooldownReduction:0.08,При 8 жара: +2 урона и гарантированный крит.,,41.8,20.9,9,15.35,1.362,2.488
staff_of_unhealing,Посох неисцеления,🪄💀,godly,19,2,1×2,1×2 (2 кл.),нет,,да,нет,,weapon; magic; dark; craft; melee; heal,1.8,1,10,0,0,0,0,,damage; periodic,,passive,damage v=10 rng=10-10 | periodic @passive int=2,,3,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1 | magic_near_gem strong →gem +cooldownReduction:0.08,Каждые 2с: +20 HP.,,51.4,25.7,9.5,15.35,1.674,3.06
prismatic_orb,Призматическая сфера,🔮,godly,14,1,1×1,1×1,нет,,нет,да,,accessory; magic; holy,8,0,0,0,0,0,0,,heal; statMult; tagScaledStack; periodic,,passive; battle_start,heal v=2 | statMult @passive v=0.12 stat=magicDamage | tagScaledStack @battle_start stack=mana tag=magic | tagScaledStack @battle_start stack=mana tag=fire | statMult @passive v=0.04 stat=heal tag=cold | periodic @passive int=8,,1,magic_near_gem strong →gem +cooldownReduction:0.08,В начале боя: мана за магию/огонь. Каждые 8с: +1 ко всем стакам.,,10.1,10.1,14,15.35,0.658,1.202
prismatic_sword,Призматический меч,🗡️🌈,godly,15,4,2×2,2×2 (4 кл.),нет,,нет,да,,weapon; melee; magic; fire; cold,1.8,1.5,11,0,0,2,0,,damage; lifestealPerTag; cooldownMultPerTag; gainStack,,passive; on_hit,damage v=11 rng=8-14 | lifestealPerTag @passive v=0.15 tag=cold | cooldownMultPerTag @passive tags=fire | gainStack @on_hit v=1 ch=12% stack=mana,,4,migrated_damage_1_per_gem_type strong →gem +damageBonus:1 | weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1 | magic_near_gem strong →gem +cooldownReduction:0.08,+15% вампиризм за холод. +8% скорости за огонь. 12% +1 мана при попадании.,,56.9,14.23,3.75,15.35,0.927,1.694
rainbow_goobert,Радужный губерт,🌈,godly,50,1,1×1,1×1,нет,,да,нет,,pet; poison; vampiric; debuff; ranged; craft,0,0,0,0,0,0,0,,activationThreshold,,passive,activationThreshold @passive,,0,,"После 9 активаций: +40 HP, +2 выносливости, +20 блока, +20 HP, оружие +4, +3 яда.",,9,9,50,15.35,0.586,1.071
paradise_birb,Райская птичка,🦜,godly,20,1,1×1,1×1,нет,,нет,да,,pet; holy,2.7,0,0,0,0,0,0,,periodic; procChanceBonus; statMult; cooldownMultPerTag,,passive,periodic @passive ch=7% int=2.7 | procChanceBonus @passive v=0.07 | statMult @passive v=0.07 stat=heal | cooldownMultPerTag @passive tags=pet,,0,,"Каждые 2.7с: 7% шанс +1 усиление, +7% лечения и скорости (до ×10).",,12,12,20,15.35,0.782,1.429
molten_greatsword,Раскалённый двуручник,⚔️🌋,godly,18,6,2×3,2×3 (6 кл.),нет,,да,нет,mage,weapon; fire; melee; craft,2.5,3,45,0,0,4,0,,damage; spendStack; stackThreshold,,on_hit; passive,damage v=45 rng=40-50 | spendStack @on_hit v=2 stack=heat | stackThreshold @passive stack=heat,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,При попадании: −2 жара → +4 жара. При 5+ жара: +1 усиление.,,163.4,27.23,3,15.35,1.774,3.242
ruby_whelp,Рубиновый дракончик,🐉💎,godly,10,1,1×1,1×1,нет,,да,нет,,pet; fire,2.2,0,0,0,0,1,0,,statMult; gainStack,,passive; battle_start,statMult @passive v=0.08 stat=damage | gainStack @battle_start v=5 stack=spikes,,0,,В начале боя: Получить 5 жаров Отражает 3 дебаффов жара,,18.5,18.5,10,15.35,1.205,2.202
ruby_chonk,Рубиновый толстяк,🐲💎,godly,15,1,1×1,1×1,нет,,да,нет,,pet; fire; craft,1.6,0,0,0,0,2,0,,slow; gainStack; applyStun,,on_hit,slow v=0.18 | gainStack @on_hit v=1 stack=heat | applyStun @on_hit ch=30%,,0,,При попадании: +1 жар. При <12 выносливости: 30% оглушение 0.4с.,,14.8,14.8,15,15.35,0.964,1.762
sapphire_whelp,Сапфировый дракончик,🐉💙,godly,14,1,1×1,1×1,нет,,да,нет,,pet; cold; craft,3,0,0,0,0,1,0,,statMult; damage; gainStack; spendStack; gainWeakestStack,,passive; battle_start; on_hit,statMult @passive v=0.08 stat=damage | damage v=7 rng=5-10 | gainStack @battle_start v=6 stack=block | spendStack @on_hit v=1 stack=block | gainWeakestStack @on_hit v=1,,0,,В начале боя: +6 блока. При попадании: −1 блок → +10 блока и случайный стак.,,39.1,39.1,14,15.35,2.547,4.655
light_goobert,Светлый губерт,💡,godly,18,1,1×1,1×1,нет,,да,нет,,pet; debuff; craft; holy,3,0,0,0,0,0,0,,slow; activationThreshold,,passive,slow v=0.18 | activationThreshold @passive,,0,,После 6 активаций: +20 HP и +6 яда.,,8.1,8.1,18,15.35,0.528,0.964
lightsaber,Световой меч,⚔️💡,godly,9,3,1×3,1×3 (3 кл.),нет,,нет,да,,weapon; debuff; melee; holy,1.5,1.2,10,0,0,2,0,,damage; invulnOnStaminaSpend; damagePerFoeDebuff,,passive,damage v=10 rng=8-12 | invulnOnStaminaSpend @passive | damagePerFoeDebuff @passive v=1,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,−3 выносливости: замедление 8 на 6с. +1 урона за дебафф противника.,,74,24.67,3,15.35,1.607,2.937
holy_spear,Святое копьё,🔱✨,godly,18,2,1×2,1×2 (2 кл.),нет,,да,нет,,weapon; holy; melee; craft,1.5,1.5,8,0,0,2,0,,damage; cleanseDebuffs; invulnOnStaminaSpend,,on_hit; passive,damage v=8 rng=5-12 | cleanseDebuffs @on_hit v=1 | invulnOnStaminaSpend @passive,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,При попадании: снять 1 дебафф. Потратить 25 выносливости: неуязвимость 3с.,,62.1,31.05,9,15.35,2.023,3.696
heart_container,Сердечный сосуд,❤️,godly,11,3,2×2,2×2 (3 кл.),нет,,нет,да,,accessory; holy,3,0,0,0,0,1,0,,buffTimed; passiveMaxHp; heal; statMult; periodic; heartThreshold,,passive,buffTimed v=1 stat=heart | passiveMaxHp @passive v=100 | heal v=2 | statMult @passive v=0.15 stat=heal | periodic @passive int=3 | heartThreshold @passive,,0,,Каждые 3с: +1 сердце. При 7 сердцах: +100 макс. HP и +2 регена (раз).,,78.9,26.3,3.67,15.35,1.713,3.131
heart_of_darkness,Сердце тьмы,🖤,godly,19,3,2×2,2×2 (3 кл.),нет,,да,нет,,accessory; dark; craft,4,0,0,0,0,1,0,,passiveMaxHp; heal; statMult; slow; periodic; heartThreshold; cooldownMultPerTag,,passive,passiveMaxHp @passive v=100 | heal v=4 | statMult @passive v=0.15 stat=heal | passiveMaxHp @passive v=20 | slow v=0.2 | periodic @passive int=4 | heartThreshold @passive | cooldownMultPerTag @passive tags=dark+debuff,,0,,Каждые 4с: украсть 2 урона. При 7 сердцах: +100 HP и +4 регена. Быстрее за тёмные предметы.,,71.7,23.9,6.33,15.35,1.557,2.845
strong_demonic_flask,Сильная демоническая склянка,🧪🔥,godly,14,1,1×1,1×1,нет,,да,нет,,potion; consumable; dark; craft,3,0,0,0,0,0,0,,buffTimed; foeHpThreshold,,passive,buffTimed v=0.15 stat=damage | foeHpThreshold @passive,,0,,Противник <50% или вы <25% HP: 8 маг. урона за дебафф.,,5.5,5.5,14,15.35,0.358,0.655
strong_divine_potion,Сильное божественное зелье,🧪🌟,godly,15,1,1×1,1×1,нет,,да,нет,,potion; consumable; holy; craft,3,0,0,0,0,0,0,,buffTimed; debuffThreshold,,passive,buffTimed v=0.15 stat=damage | debuffThreshold @passive,,0,,При 10+ дебаффах: снять 10 и +8 к сильнейшему стаку.,,5.6,5.6,15,15.35,0.365,0.667
strong_vampiric_potion,Сильное вампирское зелье,🧪🦇,godly,12,1,1×1,1×1,нет,,да,нет,,potion; consumable; vampiric; craft,3,0,0,0,0,0,0,,lifesteal; mutualHpThreshold,,passive,lifesteal @passive v=0.05 | mutualHpThreshold @passive | mutualHpThreshold @passive | mutualHpThreshold @passive,,0,,"Оба ниже 80% HP: +5 маны, 20 маг. урона с 100% вампиризмом.",,3.4,3.4,12,15.35,0.221,0.405
glowing_crown,Сияющая корона,👑✨,godly,12,2,1×2,1×2 (2 кл.),нет,,нет,да,,armor; helmet; holy,2.4,0,0,0,0,1,0,,periodic; invulnOnStaminaSpend,,passive,periodic @passive int=2.4 | invulnOnStaminaSpend @passive,,1,glowing_crown_aura strong →weapon+pet+armor+shield +damageBonus:1,Каждые 2.4с: снять 1 дебафф и +5 HP. Потратить 10 выносливости: неуязвимость 2с.,,20.4,10.2,6,15.35,0.664,1.214
sun_armor,Солнечная броня,☀️🦺,godly,15,6,2×3,2×3 (6 кл.),нет,,да,нет,,armor; fire; holy; craft,3,0,0,4,0,3,0,,passiveDefense; gainStack; tagScaledStack; periodic,,passive; battle_start,passiveDefense @passive v=4 | gainStack @battle_start v=70 stack=block | tagScaledStack @battle_start stack=block tag=armor | periodic @passive int=3,,0,,Каждые 3с: −1 блок → +12 HP и снять 2 дебаффа.,,196.8,32.8,2.5,15.35,2.137,3.905
sun_shield,Солнечный щит,🛡️☀️,godly,14,2,2×1,2×1 (2 кл.),нет,,да,нет,,shield; armor; fire; craft; holy,3,0,0,0,0,2,0,,groundFire; block; onDefend; stackThreshold,,passive,groundFire v=1 | groundFire v=2 | block v=5 | onDefend @passive ch=30% | stackThreshold @passive stack=block,,0,,"При 12 блока: 4 маг. урона. При блоке (30%): −14 урона, −0.7 выносливости.",,21.8,10.9,7,15.35,0.71,1.298
darkest_lotus,Тёмнейший лотос,🪷🌑,godly,5,1,1×1,1×1,нет,,да,нет,,card; poison; dark; craft,3,0,0,0,0,0,0,,buffTimed; cardScaledBonus; gainStack; stealRandomStack,,battle_start,buffTimed v=0.25 stat=damage | cardScaledBonus @battle_start stack=empower | gainStack @battle_start v=4 stack=empower | stealRandomStack @battle_start v=3,,0,,При открытии: +4 усиления (+4/карта). Украсть 3 стака.,,23,23,5,15.35,1.498,2.738
darksaber,Тёмный меч,⚔️🌑,godly,16,3,1×3,1×3 (3 кл.),нет,,да,нет,,weapon; debuff; dark; craft; melee,1.4,1,14,0,0,2,0,,damage; spendStack; damagePerFoeDebuff,,on_hit; passive,damage v=14 rng=12-17 | spendStack @on_hit v=1 stack=mana | damagePerFoeDebuff @passive v=0.5,,2,weapon_near_armor strong →armor +blockBonus:1 | weapon_near_poison strong →poison +poisonBonus:1,При атаке: потратить 1 ману → +1 яд противнику. +0.5 урона за каждый дебафф противника.,,88.3,29.43,5.33,15.35,1.917,3.504
fanfare,Фанфары,🎺,godly,7,1,1×1,1×1,нет,,нет,да,,accessory; musical,3,0,0,0,0,0,0,,periodic,,passive,periodic @passive int=3,,0,,Каждые 3с: −1 выносливости противнику. Каждые 5 срабатываний: оглушение 1с.,,5.8,5.8,7,15.35,0.378,0.69
doom_cap,Шапка рока,🎩☠️,godly,10,2,1×2,1×2 (2 кл.),нет,,да,нет,rogue,armor; helmet; poison; dark; craft,4,0,0,0,0,0,0,,poison; periodic,,passive,poison v=2 | poison v=1 | periodic @passive int=3.1,,0,,Каждые 3.1с: +3 яда.,,9.8,4.9,5,15.35,0.319,0.583
artifact_stone_heat,Артефактный камень: Жар,🪨🔥,unique,9,1,1×1,1×1,нет,,нет,да,,accessory; fire,2,0,5,0,0,0,0,,damage; activationLimit; gainStack; stackThreshold,,passive; on_hit,damage v=5 rng=4-6 | activationLimit @passive | gainStack @on_hit v=3 stack=heat | stackThreshold @passive stack=heat,,0,,1 бросок. При попадании: +3 жара. При 10 жара: оружие +8 урона.,,29.3,29.3,9,12.7,2.307,3.488
artifact_stone_death,Артефактный камень: Смерть,💀,unique,8,1,1×1,1×1,нет,,нет,да,,accessory; poison,2,0,8,0,0,0,0,,damage; poison; activationLimit; fatigueDamageOnHit; critPerFoeFatigue,,passive; on_hit,damage v=8 rng=7-9 | poison v=2 | activationLimit @passive | fatigueDamageOnHit @on_hit v=1 | critPerFoeFatigue @passive v=0.07,,0,,1 бросок. Урон от усталости при попадании. +7% крит за уровень усталости противника.,,38,38,8,12.7,2.992,4.524
artifact_stone_cold,Артефактный камень: Холод,🪨❄️,unique,10,1,1×1,1×1,нет,,нет,да,,accessory; cold,4,0,3,0,0,0,0,,damage; periodic; activationLimit; gainStack,,passive; on_hit,damage v=3 rng=2-4 | periodic @passive int=5 | activationLimit @passive | gainStack @on_hit v=3 stack=cold,,0,,1 бросок. При попадании: +3 холода. Каждые 5с: +1 холод и +4 HP.,,15,15,10,12.7,1.181,1.786
more_stats,Больше статов,📊,unique,5,1,1×1,1×1,нет,,нет,да,,accessory,0,0,0,0,0,0,0,,statMult; passiveMaxHp; maxHpPercentStart,,passive; battle_start,statMult @passive v=0.08 stat=damage | statMult @passive v=0.1 stat=damage | passiveMaxHp @passive v=10 | maxHpPercentStart @battle_start v=0.12 | statMult @passive v=0.05 stat=damage,,0,,В начале боя: +12% макс. HP. +5% урона оружия.,,12.7,12.7,5,12.7,1,1.512
twine_badge,Верёвочный значок,🧵,unique,5,1,1×1,1×1,нет,,да,нет,,accessory; craft,0,0,0,0,0,0,0,,procChanceBonus,offer_tag; restock_tag,passive; shop_pool; shop_buy,procChanceBonus @passive v=0.05,offer_tag @shop_pool tag=adventurer | restock_tag @shop_buy ch=40% tag=treasure,1,twine_badge_haste strong →weapon+pet+potion+food +cooldownReduction:0.15,Магазин: предметы авантюриста. +5% к прокам.,,3.6,3.6,5,12.7,0.283,0.429
wolf_badge,Волчий значок,🐺,unique,5,1,1×1,1×1,нет,,да,нет,,accessory; craft,0,0,0,0,0,0,0,,battleRageLowHp; hpThreshold,offer_tag,passive; shop_pool,battleRageLowHp @passive | hpThreshold @passive | battleRageLowHp @passive,offer_tag @shop_pool tag=berserker,1,migrated_damage_1 strong →weapon +damageBonus:1,При HP <50%: боевая ярость на 5с (раз).,,18.6,18.6,5,12.7,1.465,2.214
storage_coffin,Гроб-хранилище,⚰️,unique,20,8,2×4,2×4 (8 кл.),да,8,да,нет,rogue,bag; dark; reaper,0,,0,0,0,0,0,,,,,,,0,,При активации предмета внутри: 22% +1 яд.,"Билд: Reaper / тёмные предметы · Пары: Demonic Flask, яд",0,0,2.5,12.7,0,0
duffle_bag,Дорожная сумка,🛄,unique,16,6,2×3,2×3 (6 кл.),да,6,да,нет,warrior,bag; craft,0,,0,0,0,0,0,,,,,,,0,,"При HP <50%: боевая ярость, −20% урона, +20 блока.",Универсальный / автономный,0,0,2.67,12.7,0,0
time_dilator,Замедлитель времени,⏳,unique,8,1,1×1,1×1,нет,,нет,да,,accessory,1,0,0,0,0,0,0,,slow; statMult; periodic,,passive,slow v=0.12 | statMult @passive v=-0.08 stat=cooldown | slow v=0.12 | statMult @passive v=0.3 stat=cooldown | periodic @passive int=1,,0,,Предметы на 30% медленнее. Каждую 1с: самый долгий кулдаун −6%.,,31.3,31.3,8,12.7,2.465,3.726
frozen_flame,Замёрзшее пламя,🧊,unique,10,1,1×1,1×1,нет,,нет,да,,accessory; fire; cold,0,0,0,0,0,0,0,,statMult; tagScaledStack; stackThreshold; crit; critDamageMult,offer_tag,passive; battle_start; shop_pool,statMult @passive v=0.08 stat=damage | tagScaledStack @battle_start stack=heat tag=fire | stackThreshold @passive stack=heat | crit @passive ch=2% | critDamageMult @passive v=0.02,offer_tag @shop_pool tag=fire,0,,В начале боя: +8 жара за огонь. При 6 жара: +2 жара противнику. +1.5% крит.,,10,10,10,12.7,0.787,1.19
